id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
106344,106686,205605,,,,,21.609055,-5.052522,220.2643,-2.59,-10.57,0.0,6.93,0.215,K0,1.27,177.810389,-128.543877,-19.398433,-0.00000243,-0.00000166,-0.00001124,5.6572374441291,-0.0881831373920525,-0.0000000125566743,-0.000000051244806,,,Aqr,1,106344,,71.44963260755135,,,
106361,106703,205529,8256,,7    PsA,,21.613553,-33.047896,73.9098,74.04,-1.89,-2.0,6.1,1.756,A5V,0.226,50.249368,-36.23654,-40.305955,0.00001383,0.00002274,0.00000055,5.658415053865429,-0.5767946021760575,0.0000003589560491,-0.000000009162978,,7,PsA,1,106361,,17.282238729497653,,,
106369,106711,205835,8266,,74    Cyg,,21.615827,40.413521,65.8328,-1.5,12.47,7.0,5.04,0.948,A5V,0.198,40.673036,-29.293979,42.679418,0.00000205,-0.00000207,0.00000767,5.659010191368204,0.7053489989923187,-0.0000000072722052,0.000000060456265,,74,Cyg,1,106369,,36.37474856426324,,,
106373,106715,205624,,,,,21.616269,-18.743786,249.3766,49.09,-46.28,0.0,6.9,-0.084,K3III,1.436,191.639602,-137.990996,-80.13387,0.00002009,0.00005866,-0.00005298,5.659126115456563,-0.32714077825299626,0.0000002379950358,-0.000000224371771,,,Cap,1,106373,,94.10224835267508,,,
106381,106723,205637,8260,,39Eps Cap,,21.618008,-19.466011,323.6246,13.48,0.81,-24.0,4.51,-3.04,B3V:p,-0.18,247.694778,-178.182639,-107.847055,-0.00000609,0.00003043,0.00000938,5.659581384837736,-0.3397459926388375,0.0000000653528841,0.00000000392699,Eps,39,Cap,1,106381,,1432.187899273544,Eps,4.625,4.465
106410,106752,205939,8272,,,,21.62441,44.69655,168.9189,-1.01,-26.68,4.0,6.19,0.052,A7III,0.218,97.591464,-69.955891,118.809454,0.00001437,-0.00001132,-0.00001265,5.661257184154591,0.7801019542024713,-0.0000000048966182,-0.000000129348289,,,Cyg,1,106410,,83.02330159249539,CP,6.199,6.179
106413,106755,205782,,,,,21.624753,4.682456,86.4304,-11.23,-1.05,0.0,6.54,1.857,A5,0.327,70.016942,-50.180278,7.055601,-0.00000271,-0.00000385,-0.00000044,5.6613471606099575,0.08172426745774874,-0.0000000544445763,-0.000000005090543,,,Peg,1,106413,,15.747078772898472,,,
106416,106758,205765,8263,,,,21.626044,-0.390562,112.8668,-22.89,-27.76,17.0,6.22,0.957,A2V,0.056,91.759367,-65.71587,-0.769361,0.00000676,-0.00002024,-0.00001531,5.6616851649788,-0.00681658461242375,-0.0000001109738515,-0.000000134584277,,,Aqr,1,106416,,36.07447338641916,,,
106429,106771,206040,8275,,,,21.627447,54.042192,165.0165,-4.9,-0.74,2.0,6.16,0.072,K1III,0.991,78.797682,-56.389258,133.572556,-0.00000091,-0.00000417,0.00000131,5.662052497136134,0.9432141876083163,-0.0000000237558703,-0.000000003587621,,,Cyg,1,106429,,81.50795556116014,,,
106441,106783,205811,8265,,3    Peg,,21.62879,6.618391,87.6424,57.92,-2.09,3.0,6.19,1.476,A2V,0.046,70.815386,-50.639309,10.101315,0.00001688,0.00001818,-0.00000053,5.662404054035733,0.11551271433970625,0.0000002808040838,-0.000000010132605,,3,Peg,1,106441,,22.36660149466176,,,
106444,106786,205767,8264,,23Xi  Aqr,Bunda,21.629197,-7.854201,54.7645,114.29,-24.44,-21.0,4.68,0.988,A7V,0.175,44.13209,-31.551274,-7.483694,-0.00000038,0.00003757,-0.00000349,5.662510489318611,-0.13708167577405125,0.0000005540935555,-0.000000118488463,Xi,23,Aqr,1,106444,,35.05903839326127,,,
106445,106787,205852,8267,,5    Peg,,21.629285,19.318607,98.4252,99.51,13.43,-25.0,5.46,0.494,F1IV,0.321,75.560312,-54.017534,32.561038,0.00000626,0.00005389,-0.00000241,5.662533592333318,0.3371733057166737,0.0000004824380935,0.000000065110477,,5,Peg,1,106445,,55.25861556300781,,,
106448,106790,205952,,,,,21.630185,39.317176,144.9275,17.74,0.42,0.0,6.76,0.954,B9,-0.035,91.227556,-65.185473,91.827922,0.00000709,0.00001025,0.00000023,5.662769164552036,0.6862141678168987,0.0000000860059469,0.000000002036217,,,Cyg,1,106448,,36.17428867642182,,,
106459,106801,206165,8279,,9    Cep,,21.632007,62.08194,100000.0,-1.9,-2.84,-13.0,4.76,-15.24,B2Ib,0.246,38108.12454,-27202.234555,88361.808809,0.00044995,-0.00145283,-0.00065635,5.663246217399726,1.083534253523805,-0.0000000092114599,-0.000000013768708,,9,Cep,1,106459,,108642562.36170645,V337,4.787,4.737
106475,106818,205417,8249,,,,21.634118,-64.824167,180.5054,31.86,-9.21,-9.0,6.22,-0.062,A0/A1IV,0.021,62.52234,-44.577215,-163.358499,0.00000706,0.00002921,0.0000049,5.663798721539338,-1.1313951526992163,0.0000001544616386,-0.000000044651339,,,Ind,1,106475,,92.21466651242643,,,
106491,106834,205348,,,,,21.638052,-69.630172,191.2046,31.12,-21.75,0.0,6.78,0.373,B8V,-0.095,54.230599,-38.581122,-179.2477,0.00000132,0.00003446,-0.00000702,5.664828713147653,-1.2152757646610313,0.0000001508740174,-0.000000105446975,,,Ind,1,106491,,61.773185859152,,,
106513,106856,205924,8270,,4    Peg,,21.642205,5.771742,54.7046,112.64,28.64,-19.0,5.66,1.97,A9IV-Vn,0.265,44.383241,-31.502974,5.501385,0.0000009,0.00003599,0.0000056,5.6659161183236355,0.1007359079430825,0.0000005460941298,0.000000138850638,,4,Peg,1,106513,,14.190575216890918,,,
106527,106870,205925,,,,,21.644787,-4.1504,267.3797,-10.94,-30.23,0.0,6.73,-0.406,M...,1.608,217.570484,-154.209292,-19.351555,-0.00001051,-0.00000993,-0.00003908,5.666591967912104,-0.07243814439278125,-0.0000000530386167,-0.000000146559175,,,Aqr,1,106527,,126.5901749300244,,,
106529,106872,206027,8274,,,,21.645878,25.498829,129.3661,-1.97,4.74,-14.0,6.18,0.621,G9III,1.026,95.282348,-67.493189,55.691103,-0.0000123,0.0000072,-0.00000348,5.666877714430242,0.44503852907646996,-0.0000000095508295,0.000000022980168,,,Peg,1,106529,,49.158655915686154,,,
106538,106881,204904,8234,,,,21.648943,-79.442583,64.433,70.81,-26.91,-6.0,6.17,2.124,F4IV,0.46,9.639029,-6.816,-63.342212,0.00000511,0.00002348,0.00000449,5.667679965844963,-1.3865346445544087,0.0000003432965672,-0.000000130463361,,,Oct,1,106538,,12.31402412206216,,,
106543,106886,206267,8281,,,,21.649339,57.489037,606.0606,-1.71,-5.04,-8.0,5.74,-3.173,O6 (f),0.2,265.975255,-188.041813,511.08395,0.00000371,-0.00000877,-0.00001486,5.667783603459753,1.0033729851971713,-0.0000000082903139,-0.000000024434609,,,Cep,1,106543,,1618.8253626421067,,,
106554,106897,206043,8276,,,,21.650329,20.265451,39.7456,122.57,-1.14,-13.0,5.77,2.774,F2V,0.314,30.450469,-21.516317,13.766645,0.0000035,0.00002644,-0.00000481,5.668042850566122,0.3536988396398437,0.0000005942361283,-0.000000005526875,,,Peg,1,106554,,6.767059576741909,NZ,5.801,5.741
106564,106907,205872,8268,,,,21.651697,-33.678856,44.964,71.63,-42.75,-20.0,6.28,3.016,G8IV,0.949,30.565912,-21.581472,-24.934119,-0.00000912,0.00002555,0.00000359,5.668400906630344,-0.58780691750617,0.0000003472720394,-0.000000207257848,,,PsA,1,106564,,5.415019189534894,,,
106570,106913,205905,,Gl 836.1,,,21.652812,-27.306572,25.6476,384.53,-83.82,-17.6,6.75,4.705,G2V,0.623,18.620484,-13.139056,-11.765802,0.00001059,0.00005104,-0.000001,5.668692902222901,-0.47658958374473626,0.0000018642540458,-0.000000406370827,,,PsA,1,106570,,1.1428783347897713,,,
106595,106938,206005,8273,,,,21.657808,-10.576896,94.162,27.36,-52.3,-9.0,6.07,1.201,K0,1.034,75.699068,-53.267113,-17.28389,-0.0000038,0.00001794,-0.00002178,5.670000918643952,-0.1846016636285975,0.000000132645023,-0.000000253557554,,,Cap,1,106595,,28.813764348396997,,,
106599,106942,206058,,,,,21.658758,-0.05111,43.9754,237.72,12.68,-19.5,6.66,3.444,F7III,0.514,35.97008,-25.297672,-0.039227,0.00001284,0.00005292,0.00000272,5.670249609366963,-0.0008920330992275,0.0000011524990814,0.000000061474374,,24,Aqr,1,106599,,3.650900524844983,,,
106601,106944,206067,8277,,25    Aqr,,21.65924,2.243558,69.4444,-32.7,-84.17,-35.0,5.1,0.892,K0III,1.034,56.764173,-39.911393,2.718561,-0.00003468,0.00001093,-0.00002972,5.670375896826856,0.0391574804078525,-0.0000001585340735,-0.000000408067674,,25,Aqr,1,106601,,38.30010812264485,,,
106612,106955,205913,,,,,21.661799,-42.445587,233.1002,11.87,2.91,0.0,6.64,-0.198,A9IV/V,0.273,140.775685,-98.839734,-157.31693,0.00000952,0.0000097,0.00000243,5.671045802539609,-0.7408152535543175,0.0000000575473839,0.000000014108078,,,Gru,1,106612,,104.52014414584362,,,
106625,106968,205933,,,,,21.664464,-43.131995,150.8296,-22.94,4.53,0.0,6.73,0.838,K1III,1.024,90.129675,-63.187031,-103.119393,-0.00000777,-0.00001503,0.00000242,5.67174329085774,-0.7527953268319837,-0.0000001112162583,0.000000021962059,,,Gru,1,106625,,40.25316189742118,,,
106626,106969,206261,,,,,21.664932,39.514953,97.4659,49.25,4.97,0.0,6.98,2.036,A2,0.275,61.573211,-43.155666,62.015561,0.00001213,0.00001991,0.00000181,5.671865817243955,0.6896660268333412,0.0000002387707377,0.000000024095239,,,Cyg,1,106626,,13.353650333271858,,,
106627,106970,206280,,,,,21.664991,44.432142,273.9726,7.82,-0.91,-12.8,6.77,-0.419,B9,-0.053,160.208281,-112.283779,191.798286,-0.000001,0.00001338,-0.00001003,5.671881411733762,0.775487178396715,0.0000000379124298,-0.000000004411804,,,Cyg,1,106627,,128.1150056278398,,,
106630,106973,206349,,,,,21.665308,51.476851,540.5405,-1.51,-11.24,-3.5,6.74,-1.924,K1II-III,1.324,275.711332,-193.201308,422.895394,0.00001477,-0.00001518,-0.00002114,5.671964493943992,0.8984405421857512,-0.0000000073206866,-0.000000054493057,,,Cyg,1,106630,,512.3892386646796,,,
106635,106978,205877,8269,,,,21.66659,-52.35901,173.913,-18.75,6.71,0.0,6.2,-0.002,F7III,0.584,87.001482,-60.921755,-137.71352,-0.0000054,-0.00001552,0.00000345,5.672300051602555,-0.9138371153537763,-0.0000000909025651,0.000000032530997,,,Ind,1,106635,,87.2569442770116,,,
106638,106981,206155,,,,,21.667189,9.184753,203.666,44.03,13.49,-11.3,6.96,0.415,A7Vvar,0.12,164.710108,-115.297674,32.508846,0.00001384,0.00004337,0.0000113,5.672456882805306,0.16030418826194376,0.0000002134634635,0.000000065401365,,,Peg,1,106638,,59.42921586155727,EE,7.523,6.943
106642,106985,206088,8278,GJ 4209,40Gam Cap,Nashira,21.668181,-16.662308,48.1464,187.39,-22.33,-31.2,3.69,0.277,A7III:mp...,0.32,37.793496,-26.44095,-13.804954,-0.0000012,0.00005422,0.00000416,5.672716509308115,-0.2908121292653225,0.000000908492356,-0.000000108258894,Gam,40,Cap,1,106642,,67.4838730870757,Gam,3.694,3.684
106656,106999,206330,8284,,75    Cyg,,21.669749,43.273839,123.7624,60.51,16.08,-28.0,5.09,-0.373,M1IIIvar,1.601,73.855085,-51.625016,84.83722,-0.00000171,0.00004549,-0.00001261,5.673127005906633,0.7552709781328412,0.0000002933607581,0.000000077958039,,75,Cyg,1,106656,,122.80046179887881,,,
106676,107019,206063,,,,,21.674252,-34.534824,160.0,-56.54,-104.07,0.0,6.71,0.689,K0/K1III,1.085,108.118288,-75.385782,-90.705125,-0.00006262,-0.0000098,-0.0000665,5.674305980505519,-0.6027463857739738,-0.000000274113655,-0.000000504545597,,,PsA,1,106676,,46.17426594772953,,,
106683,107026,206536,,,,,21.675671,59.752754,158.7302,55.33,25.2,0.0,6.9,0.897,G8III-IV,0.987,65.605428,-45.70709,137.120626,0.00001059,0.00004451,0.00000977,5.674677411164832,1.0428823010141612,0.0000002682474095,0.000000122173047,,,Cep,1,106683,,38.124135110429904,,,
106685,107028,206228,,,,,21.675965,10.612228,325.7329,-1.72,-8.95,0.0,6.9,-0.664,K0,1.148,262.707258,-182.998192,59.987334,0.00000058,-0.00000372,-0.00001389,5.674754313035541,0.18521831333028999,-0.0000000083387953,-0.000000043390824,,,Peg,1,106685,,160.5461886800972,,,
106687,107030,205935,8271,,,,21.676029,-55.737977,221.2389,18.5,9.44,27.0,6.33,-0.394,K0III-IV,1.06,102.202554,-71.190241,-182.847875,0.00003096,0.00000261,-0.00001712,5.674770991792145,-0.9728112215439038,0.0000000896905309,0.000000045766411,,,Ind,1,106687,,125.19875206248813,,,
106698,107041,206509,8290,,,,21.678696,54.872149,219.7802,8.02,2.96,4.0,6.16,-0.55,K0III,1.116,103.819682,-72.209116,179.751688,0.00000469,0.00000714,0.00000516,5.675469213218,0.957699675566735,0.0000000388820572,0.000000014350484,,,Cyg,1,106698,,144.54397707459265,,,
106703,107046,206262,,,,,21.680065,3.896917,195.3125,5.12,6.27,0.0,6.83,0.376,K5,1.509,160.01178,-111.20706,13.273753,0.00000244,0.00000421,0.00000592,5.675827687196529,0.06801403898089875,0.0000000248224604,0.000000030397817,,,Peg,1,106703,,61.602735832723745,,,
106722,107066,206401,,,,,21.684384,34.675145,261.0966,3.7,-2.82,0.0,6.93,-0.154,K2,1.466,176.460563,-122.343123,148.543813,0.00000434,0.00000269,-0.00000294,5.676958581958429,0.6051954443722312,0.0000000179381062,-0.000000013671745,,,Cyg,1,106722,,100.36909309200966,,,
106736,107079,206181,,,,,21.688515,-35.585032,343.6426,-9.66,4.04,0.0,6.92,-0.761,K2/K3III,1.277,229.840129,-158.984434,-199.969251,-0.00000593,-0.00001546,0.00000547,5.678039831211236,-0.62107597861837,-0.0000000468330015,0.000000019586472,,,PsA,1,106736,,175.54966296212348,,,
106741,107084,206403,,,,,21.689684,21.944008,138.1215,1.58,-9.62,-19.0,6.99,1.289,A0,0.121,105.386048,-72.849658,51.615986,-0.00001224,0.00000975,-0.00001324,5.678346024025491,0.382995185908085,0.0000000076600562,-0.000000046639076,,,Peg,1,106741,,26.570516703550716,,,
106746,107089,205478,8254,Gl 835.1,Nu  Oct,,21.691253,-77.390046,21.1999,64.83,-240.38,34.4,3.73,2.098,K0III,1.008,3.808297,-2.630174,-20.688835,-0.00000973,0.00001482,-0.00003973,5.678756758166205,-1.350711116207344,0.0000003143047091,-0.000001165395125,Nu,,Oct,1,106746,,12.612465753175385,,,
106752,107095,206301,8283,,42    Cap,,21.692462,-14.047611,33.2336,-122.06,-308.64,-1.0,5.16,2.552,G2V,0.672,26.533503,-18.313184,-8.066726,-0.00002192,-0.00000877,-0.00004799,5.679073147068688,-0.24517705587825125,-0.0000005917635785,-0.000001496328943,,42,Cap,1,106752,,8.302330159249538,BY,5.177,5.147
106754,107097,206538,8291,,76    Cyg,,21.69285,40.805222,152.207,-17.45,-47.7,3.0,6.07,0.158,A2V,0.068,94.825981,-65.433824,99.465707,0.00001353,-0.00002498,-0.00002464,5.679174730750111,0.7121854685089062,-0.0000000845999873,-0.000000231256125,,76,Cyg,1,106754,,75.30087105475891,,,
106760,107103,206252,,,,,21.694276,-32.531006,199.2032,60.57,-62.59,0.0,6.87,0.374,G8III/IV,1.042,138.267946,-95.334235,-107.122703,0.00000644,0.0000666,-0.00005096,5.679548080451905,-0.5677731621427174,0.0000002936516463,-0.000000303444882,,,PsA,1,106760,,61.71631684555837,,,
106769,107112,206291,8282,,,,21.696171,-25.101516,205.7613,-13.68,4.98,32.0,6.51,-0.057,K1III,1.185,153.452695,-105.691782,-87.288877,0.0000184,-0.00002924,-0.00000939,5.680044239678025,-0.4381041077424413,-0.0000000663225115,0.000000024143721,,,PsA,1,106769,,91.79097860573371,,,
106776,107119,206952,8317,,11    Cep,,21.698652,71.311417,55.9284,119.48,94.49,-37.0,4.55,0.812,K0III,1.108,14.765451,-10.155456,52.979213,-0.00001163,0.00004731,-0.00002764,5.680693698484623,1.2446190123789025,0.0000005792553855,0.000000458100446,,11,Cep,1,106776,,41.228734072288646,,,
106785,107128,206356,8285,,41    Cap,,21.700192,-23.262858,70.7214,91.12,-95.5,-44.0,5.24,0.992,K0III,0.991,53.546638,-36.797591,-27.931264,-0.00002704,0.00005648,-0.00001231,5.681097035419475,-0.40601345922431004,0.0000004417622257,-0.000000462997064,,41,Cap,1,106785,,34.930113756355425,,,
106786,107129,206570,8297,,,,21.700301,35.5102,625.0,5.45,1.94,10.0,5.98,-2.999,C6.3,2.5,419.303215,-288.130456,363.029979,0.0000134,0.00001083,0.00001073,5.681125484195524,0.6197699142971188,0.0000000264223456,0.000000009405385,,,Cyg,1,106786,,1379.1134690236006,V460,6.158,5.788
106795,107136,206672,8301,,80Pi 1Cyg,Azelfafage,21.701573,51.189622,529.1005,5.25,-2.11,-8.0,4.69,-3.928,B3IV,-0.119,273.366682,-187.713963,412.287993,0.00000687,0.00001162,-0.00000977,5.681458513711284,0.89342744449128,0.0000000254527182,-0.000000010229568,Pi-1,80,Cyg,1,106795,,3244.890156605363,,,
106797,107140,206632,8298,,,,21.702321,45.765697,209.6436,0.55,-19.84,9.0,6.11,-0.497,M4.5,1.415,120.575637,-82.761529,150.208248,0.00001752,-0.00001135,-0.00000747,5.6816542393316585,0.7987620983634526,0.0000000026664752,-0.000000096187034,,,Cyg,1,106797,,137.65753865094158,V1339,6.214,5.994
106801,107144,206445,8287,,26    Aqr,,21.702809,1.285253,342.4658,-5.89,-8.31,10.0,5.66,-2.013,K2III,1.446,282.306629,-193.718474,7.681516,0.00000315,-0.00001402,-0.00001356,5.68178206213915,0.02243190047986,-0.0000000285555258,-0.000000040288016,,26,Aqr,1,106801,,556.1603195975925,,,
106808,107151,206487,8289,,7    Peg,,21.704292,5.680137,223.7136,11.21,-5.78,-4.0,5.3,-1.448,M2III,1.653,183.604515,-125.884361,22.142003,0.00000403,0.00001198,-0.00000664,5.682170373541618,0.0991370988054875,0.0000000543476136,-0.00000002802223,,7,Peg,1,106808,,330.5217168699801,,,
106819,107162,206644,8300,,77    Cyg,,21.706376,41.077019,126.4223,23.38,-1.6,-25.0,5.73,0.221,A0V,0.055,78.629547,-53.847521,83.068526,-0.00000727,0.00002235,-0.00001754,5.682715990807587,0.7169292301260926,0.0000001133494385,-0.000000007757018,,77,Cyg,1,106819,,71.05587633694735,,,
106821,107164,206773,,,,,21.706718,57.736053,714.2857,-2.71,-4.75,-22.0,6.9,-2.369,B0V:pe,0.142,314.618783,-215.417788,603.998326,-0.00000374,-0.00000881,-0.00002781,5.682805537038556,1.0076842274993212,-0.0000000131384507,-0.000000023028649,,,Cep,1,106821,,771.9692476102512,,,
106830,107173,206540,8292,,,,21.709155,10.824314,214.5923,17.39,-12.57,6.0,6.06,-0.598,B5IV,-0.115,173.990214,-118.967181,40.300045,0.00001721,0.00001015,-0.00001169,5.6834434527046165,0.18891991676555875,0.000000084309099,-0.000000060941079,,,Peg,1,106830,,151.0775731924994,,,
106843,107186,206731,8304,,,,21.71078,49.600257,311.5265,3.03,-3.3,-2.0,6.1,-1.367,G8II,0.993,166.717676,-113.890417,237.240255,0.00000462,0.00000239,-0.00000479,5.683869042536227,0.8656877900100537,0.0000000146898545,-0.000000015998851,,,Cyg,1,106843,,306.7608976917938,,,
106845,107188,206453,8288,,43Kap Cap,,21.710973,-18.866323,90.1713,145.9,-9.05,-3.0,4.72,-0.055,G8III,0.868,70.458675,-48.127443,-29.157898,0.00003252,0.00005502,-0.00000275,5.683919399252649,-0.3292794539118325,0.0000007073431599,-0.000000043875638,Kap,43,Cap,1,106845,,91.62204901219992,,,
106848,107191,206913,,,,,21.711242,63.721373,36.1533,-149.4,-78.5,0.0,6.88,4.089,F5,0.531,13.217843,-9.027364,32.416916,-0.00000458,-0.00002858,-0.00000609,5.683989875273161,1.1121477689360337,-0.0000007243116387,-0.000000380578739,,,Cep,1,106848,,2.0155798128251905,,,
106854,107197,206842,8312,,,,21.712603,59.270844,335.5705,-4.33,1.44,-2.0,6.1,-1.529,K1III,1.349,141.632519,-96.654899,288.453824,-0.0000065,-0.00000409,-0.00000056,5.684346068316217,1.0344713830865238,-0.0000000209924324,0.000000006981317,,,Cep,1,106854,,356.1229809427621,,,
106871,107214,206646,,,,,21.715181,23.321741,282.4859,1.04,-12.3,-6.0,6.98,-0.275,K1III,1.104,214.365274,-146.078198,111.834445,0.00000166,0.00000059,-0.0000179,5.685021035118045,0.40704116321928246,0.0000000050420623,-0.000000059632082,,,Peg,1,106871,,112.20184543019641,,,
106872,107215,206823,,,,,21.715566,54.56188,168.6341,28.4,-20.62,-49.7,6.96,0.825,K2,1.292,80.806266,-55.053,137.392956,0.00000007,0.00002805,-0.00005119,5.685121974761996,0.952284448274925,0.0000001376870853,-0.00000009996858,,,Cyg,1,106872,,40.73802778041126,,,
106882,107225,206395,,,,,21.717257,-43.496099,39.5413,206.36,-62.61,-21.9,6.67,3.685,G0IV,0.559,23.712412,-16.139729,-27.216347,0.000002,0.00004649,0.00000671,5.685564593038223,-0.7591501409911438,0.0000010004615112,-0.000000303541845,,,Gru,1,106882,,2.9241523778433347,,,
106887,107230,207130,8324,,,,21.717806,72.320084,74.9625,-43.24,-40.59,-39.0,5.18,0.806,K0III,1.063,18.821857,-12.807249,71.421538,-0.00000724,-0.00001408,-0.00004248,5.68570821970744,1.2622235781236202,-0.0000002096334355,-0.000000196785872,,,Cep,1,106887,,41.45720317867256,,,
106889,107232,206561,8295,,44    Cap,,21.717888,-14.399709,133.5113,-3.75,20.35,-13.0,5.88,0.252,A9/F0V,0.255,106.915257,-72.745971,-33.202225,-0.0000093,0.0000034,0.00001606,5.685729867920511,-0.25132233972864876,-0.000000018180513,0.000000098659583,,44,Cap,1,106889,,69.05577442196835,,,
106892,107235,206749,8306,,,,21.718465,41.15497,196.8504,-15.96,-12.2,-23.0,5.51,-0.961,M2III,1.615,122.552137,-83.358409,129.546703,-0.00001688,-0.00000694,-0.00002425,5.6858807979576955,0.7182897294613962,-0.0000000773762634,-0.000000059147269,,,Cyg,1,106892,,211.0571162884348,,,
106895,107238,206546,8293,,,,21.720425,-19.620961,108.5776,83.15,-12.44,-25.0,6.23,1.051,A0m...,0.269,84.594254,-57.476402,-36.45987,0.00000286,0.00005097,0.00000242,5.686394032322535,-0.34245037571968373,0.0000004031225754,-0.000000060310821,,,Cap,1,106895,,33.08262788556977,,,
106910,107253,206774,8307,,79    Cyg,,21.723791,38.283589,84.1751,34.65,-4.91,-23.0,5.69,1.064,A0V,-0.01,54.684879,-37.084489,52.150911,-0.00000632,0.00002137,-0.00001615,5.687275141894478,0.6681746697119287,0.0000001679879403,-0.000000023804351,,79,Cyg,1,106910,,32.68887692472718,,,
106916,107259,206936,8316,,Mu  Cep,,21.725127,58.780046,100000.0,5.24,-2.88,19.0,4.23,-15.77,M2Ia,2.242,42908.717258,-29076.600569,85518.379993,0.00242172,0.00142744,-0.00070704,5.687624999287072,1.0259053368269526,0.0000000254042369,-0.000000013962634,Mu,,Cep,1,106916,,177010895.83174184,Mu,4.458,3.938
